From	To
83332.Rv1237	O50453
83332.Rv1238	O50454
83332.Rv1239c	O50455
83332.Rv1240	P0A5J6
83332.Rv1241	O50456
83332.Rv1242	O50457
83332.Rv1244	O50459
83332.Rv1245c	O50460
83332.Rv1246c	O50461
83332.Rv1247c	O50462
83332.Rv1248c	O50463
83332.Rv1249c	O50464
83332.Rv1251c	O50466
83332.Rv1252c	P65312
83332.Rv1253	Q11039
83332.Rv1254	Q11064
83332.Rv1255c	Q11063
83332.Rv1256c	Q11062
83332.Rv1257c	Q11061
83332.Rv1259	P64785
83332.Rv1260	Q11058
83332.Rv1261c	P64787
83332.Rv1262c	Q11066
83332.Rv1263	P63492
83332.Rv1264	Q11055
83332.Rv1265	P64789
83332.Rv1266c	Q11053
83332.Rv1267c	P66799
83332.Rv1269c	P0A5E1
83332.Rv1270c	Q11049
83332.Rv1271c	P64793
83332.Rv1272c	P63397
83332.Rv1273c	P0A4W4
83332.Rv1274	Q11045
83332.Rv1275	O86337
83332.Rv1276c	Q11043
83332.Rv1277	Q50699
83332.Rv1278	P64795
83332.Rv1279	P64263
83332.Rv1280c	P66771
83332.Rv1281c	P63395
83332.Rv1282c	P66964
83332.Rv1283c	P66966
83332.Rv1284	P64797
83332.Rv1285	P65670
83332.Rv1286	Q10600
83332.Rv1287	P67159
83332.Rv1288	Q10614
83332.Rv1289	P64799
83332.Rv1290c	P0A5E3
83332.Rv1292	P67569
83332.Rv1293	P0A5M4
83332.Rv1294	P63629
83332.Rv1295	P66902
83332.Rv1296	P65224
83332.Rv1297	P66028
83332.Rv1298	P66187
83332.Rv1299	P66016
83332.Rv1300	Q10602
83332.Rv1301	Q10618
83332.Rv1302	Q10606
83332.Rv1303	P64801
83332.Rv1304	P63654
83332.Rv1306	P63656
83332.Rv1307	P0A500
83332.Rv1308	P63673
83332.Rv1309	P63671
83332.Rv1310	P63677
83332.Rv1311	P63662
83332.Rv1312	Q10620
83332.Rv1314c	P64803
83332.Rv1315	P0A5L2
83332.Rv1316c	P0A696
83332.Rv1317c	Q10630
83332.Rv1318c	P63527
83332.Rv1319c	P0A4Y2
83332.Rv1320c	Q10633
83332.Rv1321	Q10634
83332.Rv1322	P64805
83332.Rv1322A	Q8VK36
83332.Rv1323	P66926
83332.Rv1324	P64807
83332.Rv1325c	Q10637
83332.Rv1326c	Q10625
83332.Rv1327c	P63531
83332.Rv1328	Q10639
83332.Rv1329c	P64314
83332.Rv1330c	Q10641
83332.Rv1331	P67647
83332.Rv1332	P64809
83332.Rv1333	P64811
83332.Rv1334	P64813
83332.Rv1335	P0A646
83332.Rv1336	P63873
83332.Rv1338	P63635
83332.Rv1339	P66873
83332.Rv1340	Q10628
83332.Rv1341	P64307
83332.Rv1342c	P0A5E7
83332.Rv1345	P0A4X8
83332.Rv1346	P63431
83332.Rv1347c	P64819
83332.Rv1348	P63391
83332.Rv1349	P63393
83332.Rv1350	P66781
83332.Rv1352	P64823
83332.Rv1360	P64831
83332.Rv1361c	Q11031
83332.Rv1362c	Q11032
83332.Rv1363c	Q11033
83332.Rv1364c	Q11034
83332.Rv1366	P64833
83332.Rv1367c	Q11037
83332.Rv1368	P65314
83332.Rv1371	P71799
83332.Rv1373	P71801
83332.Rv1376	P71804
83332.Rv1377c	P71805
83332.Rv1379	P65941
83332.Rv1380	P65613
83332.Rv1381	P71809
83332.Rv1382	P71810
83332.Rv1383	P71811
83332.Rv1384	P57689
83332.Rv1385	P0A5M6
83332.Rv1386	P0A682
83332.Rv1387	Q7D8H6
83332.Rv1388	P71658
83332.Rv1389	P0A5I4
83332.Rv1390	P66721
83332.Rv1391	P67733
83332.Rv1392	P77899
83332.Rv1393c	P71662
83332.Rv1394c	P77900
83332.Rv1395	P68913
83332.Rv1397c	P71665
83332.Rv1398c	P64835
83332.Rv1399c	P71667
83332.Rv1400c	P71668
83332.Rv1401	P64837
83332.Rv1402	P0A5A5
83332.Rv1404	P71672
83332.Rv1405c	P64841
83332.Rv1406	P64134
83332.Rv1407	P71675
83332.Rv1408	P65760
83332.Rv1409	P71677
83332.Rv1410c	P71678
83332.Rv1411c	P0A5I8
83332.Rv1412	P65327
83332.Rv1415	P0A5V0
83332.Rv1416	P66034
83332.Rv1417	P64847
83332.Rv1418	P65316
83332.Rv1419	P64849
83332.Rv1420	P67426
83332.Rv1421	P67106
83332.Rv1422	P71691
83332.Rv1423	P71692
83332.Rv1425	P71694
83332.Rv1426c	O06832
83332.Rv1427c	O06831
83332.Rv1428c	O06830
83332.Rv1429	O06829
83332.Rv1431	O06827
83332.Rv1432	O06826
83332.Rv1433	O06825
83332.Rv1435c	O06823
83332.Rv1436	P64178
83332.Rv1437	P65700
83332.Rv1438	P66940
83332.Rv1440	P66791
83332.Rv1442	O06817
83332.Rv1443c	O06816
83332.Rv1444c	O06815
83332.Rv1445c	P63338
83332.Rv1446c	O06813
83332.Rv1447c	P0A584
83332.Rv1448c	O06812
83332.Rv1449c	O06811
83332.Rv1451	O06809
83332.Rv1453	O06807
83332.Rv1454c	O53146
83332.Rv1455	O53147
83332.Rv1456c	O53148
83332.Rv1457c	O86349
83332.Rv1458c	O53149
83332.Rv1459c	O53150
83332.Rv1460	O53151
83332.Rv1461	P67125
83332.Rv1462	O53153
83332.Rv1463	O53154
83332.Rv1464	P63516
83332.Rv1465	O53156
83332.Rv1466	O53157
83332.Rv1467c	O53158
83332.Rv1470	O53161
83332.Rv1471	Q7D8E1
83332.Rv1472	O53163
83332.Rv1473	O53164
83332.Rv1473A	Q8VK14
83332.Rv1474c	O53165
83332.Rv1475c	O53166
83332.Rv1476	O53167
83332.Rv1477	O53168
83332.Rv1478	O53169
83332.Rv1479	Q79FN7
83332.Rv1480	P64853
83332.Rv1481	P64855
83332.Rv1483	P0A5Y4
83332.Rv1484	P0A5Y6
83332.Rv1485	P0A576
83332.Rv1486c	P71766
83332.Rv1487	P71767
83332.Rv1488	P63693
83332.Rv1489	Q8VK13
83332.Rv1492	P65485
83332.Rv1493	P65487
83332.Rv1494	P0A5E9
83332.Rv1495	P64859
83332.Rv1496	P63577
83332.Rv1497	P71778
83332.Rv1498A	Q8VK10
83332.Rv1498c	P71779
83332.Rv1500	P71781
83332.Rv1501	P67770
83332.Rv1502	P71783
83332.Rv1505c	P71784
83332.Rv1507c	P71786
83332.Rv1508c	P71787
83332.Rv1509	P71788
83332.Rv1510	P71789
83332.Rv1511	P71790
83332.Rv1512	P71791
83332.Rv1513	P71792
83332.Rv1514c	P71793
83332.Rv1515c	P71794
83332.Rv1516c	P71795
83332.Rv1520	P64863
83332.Rv1521	Q50586
83332.Rv1523	Q50584
83332.Rv1524	P64865
83332.Rv1525	P64867
83332.Rv1526c	P64869
83332.Rv1527c	O53901
83332.Rv1529	O53903
83332.Rv1530	O53904
83332.Rv1531	O53905
83332.Rv1532c	O06178
83332.Rv1533	O06179
83332.Rv1534	O08377
83332.Rv1535	O06180
83332.Rv1536	Q10765
83332.Rv1537	P63985
83332.Rv1538c	P63627
83332.Rv1539	P65262
83332.Rv1540	P0A5T2
83332.Rv1541c	P65318
83332.Rv1542c	P0A592
83332.Rv1543	P66779
83332.Rv1544	Q10782
83332.Rv1546	P64873
83332.Rv1547	P63977
83332.Rv1549	Q10777
83332.Rv1550	Q10776
83332.Rv1551	P65734
83332.Rv1552	P64174
83332.Rv1553	Q10761
83332.Rv1556	P67436
83332.Rv1558	P64875
83332.Rv1559	P66897
83332.Rv1560	P64877
83332.Rv1561	P64879
83332.Rv1562c	Q10769
83332.Rv1563c	Q10768
83332.Rv1564c	P0A4Y4
83332.Rv1565c	O06625
83332.Rv1566c	O06624
83332.Rv1568	P0A4X6
83332.Rv1569	P0A4X4
83332.Rv1570	O06620
83332.Rv1571	O06619
83332.Rv1576c	O06614
83332.Rv1577c	O06613
83332.Rv1578c	O06612
83332.Rv1579c	O06611
83332.Rv1580c	O06610
83332.Rv1585c	O06605
83332.Rv1586c	O06604
83332.Rv1589	P0A506
83332.Rv1590	P64881
83332.Rv1591	P0A5F3
83332.Rv1592c	O06598
83332.Rv1593c	O06597
83332.Rv1594	P65497
83332.Rv1595	P65499
83332.Rv1596	O06594
83332.Rv1597	O06593
83332.Rv1598c	O06592
83332.Rv1599	P63950
83332.Rv1600	P0A678
83332.Rv1601	P64368
83332.Rv1602	O06589
83332.Rv1603	P60578
83332.Rv1604	O53907
83332.Rv1605	O53908
83332.Rv1606	P0A5B3
83332.Rv1607	O53910
83332.Rv1608c	O53911
83332.Rv1609	P67001
83332.Rv1610	O06128
83332.Rv1611	P0A632
83332.Rv1612	P66984
83332.Rv1613	P66980
83332.Rv1614	O06131
83332.Rv1615	O06132
83332.Rv1616	O06133
83332.Rv1617	O06134
83332.Rv1618	O06135
83332.Rv1620c	O06137
83332.Rv1621c	O06138
83332.Rv1622c	O06139
83332.Rv1623c	Q7D892
83332.Rv1625c	P0A4Y0
83332.Rv1626	O06143
83332.Rv1627c	O06144
83332.Rv1628c	O06145
83332.Rv1629	P0A550
83332.Rv1630	O06147
83332.Rv1631	P63826
83332.Rv1632c	O06149
83332.Rv1633	P67422
83332.Rv1634	O06151
83332.Rv1636	O06153
83332.Rv1637c	O06154
83332.Rv1638	P63380
83332.Rv1638A	Q8VJZ6
83332.Rv1640c	P94974
83332.Rv1641	P65135
83332.Rv1642	P66271
83332.Rv1643	P66105
83332.Rv1644	P94978
83332.Rv1646	Q7D879
83332.Rv1647	P94982
83332.Rv1649	P94984
83332.Rv1650	P94985
83332.Rv1652	P63562
83332.Rv1653	P63571
83332.Rv1654	P0A4Y6
83332.Rv1655	P63568
83332.Rv1656	P0A5M8
83332.Rv1657	P0A4Y8
83332.Rv1658	P63642
83332.Rv1659	P0A4Z0
83332.Rv1660	P94995
83332.Rv1661	P94996
83332.Rv1662	O65933
83332.Rv1664	O06586
83332.Rv1665	O06587
83332.Rv1666c	P63719
83332.Rv1667c	O53915
83332.Rv1668c	O53916
83332.Rv1672c	O53919
83332.Rv1673c	O53920
83332.Rv1674c	O53921
83332.Rv1675c	O53922
83332.Rv1676	O53923
83332.Rv1677	O53924
83332.Rv1678	O53925
83332.Rv1679	O53926
83332.Rv1680	O33182
83332.Rv1681	O33183
83332.Rv1682	O33184
83332.Rv1683	O33185
83332.Rv1684	O33186
83332.Rv1685c	O33187
83332.Rv1687c	O33189
83332.Rv1688	P65412
83332.Rv1689	P67611
83332.Rv1691	O33193
83332.Rv1692	O33194
83332.Rv1693	O33195
83332.Rv1694	Q50760
83332.Rv1695	P0A5S6
83332.Rv1696	P0A5U6
83332.Rv1697	O33198
83332.Rv1698	P64883
83332.Rv1699	P0A5U2
83332.Rv1700	O33199
83332.Rv1701	P67636
83332.Rv1702c	P64885
83332.Rv1704c	O33203
83332.Rv1705c	Q79FL6
83332.Rv1707	O33206
83332.Rv1708	O33207
83332.Rv1709	O33208
83332.Rv1710	O33209
83332.Rv1711	P65842
83332.Rv1712	P63803
83332.Rv1713	P64057
83332.Rv1715	Q7D836
83332.Rv1716	O53929
83332.Rv1719	P71977
83332.Rv1721c	P71979
83332.Rv1722	P71980
83332.Rv1723	P71981
83332.Rv1724c	P71982
83332.Rv1725c	P71983
83332.Rv1727	P71985
83332.Rv1728c	P71986
83332.Rv1729c	P71987
83332.Rv1730c	P71988
83332.Rv1731	P96417
83332.Rv1732c	P71990
83332.Rv1736c	P71994
83332.Rv1737c	P71995
83332.Rv1738	P64887
83332.Rv1742	O33271
83332.Rv1743	P72001
83332.Rv1745c	P72002
83332.Rv1746	P72003
83332.Rv1747	O65934
83332.Rv1748	P72005
83332.Rv1749c	O65935
83332.Rv1750c	P72007
83332.Rv1751	O65936
83332.Rv1754c	O06790
83332.Rv1758	O06793
83332.Rv1760	O06795
83332.Rv1761c	O06796
83332.Rv1762c	O06797
83332.Rv1765c	O06798
83332.Rv1766	O06799
83332.Rv1767	O06800
83332.Rv1768	Q79FK9
83332.Rv1769	O06802
83332.Rv1770	O06803
83332.Rv1771	O06804
83332.Rv1772	O06805
83332.Rv1773c	O06806
83332.Rv1774	O33177
83332.Rv1775	O33178
83332.Rv1776c	O33179
83332.Rv1778c	O33181
83332.Rv1779c	O53930
83332.Rv1780	O53931
83332.Rv1781c	P65336
83332.Rv1782	O53933
83332.Rv1785c	P63723
83332.Rv1786	O53937
83332.Rv1787	Q79FK8
83332.Rv1789	Q79FK6
83332.Rv1790	Q79FK5
83332.Rv1793	P0A570
83332.Rv1794	O53943
83332.Rv1795	O53944
83332.Rv1796	O53945
83332.Rv1797	O53946
83332.Rv1798	P63744
83332.Rv1800	Q79FK2
83332.Rv1801	Q7D7X9
83332.Rv1804c	O53953
83332.Rv1808	Q79FJ6
83332.Rv1809	Q79FJ5
83332.Rv1810	O07222
83332.Rv1812c	O07220
83332.Rv1813c	P64889
83332.Rv1815	Q50618
83332.Rv1816	P67438
83332.Rv1817	Q50616
83332.Rv1819c	Q50614
83332.Rv1820	P66946
83332.Rv1821	P66785
83332.Rv1822	P63753
83332.Rv1823	P64891
83332.Rv1825	P64895
83332.Rv1826	Q50607
83332.Rv1827	P64897
83332.Rv1828	P67669
83332.Rv1829	Q50604
83332.Rv1830	P67671
83332.Rv1832	Q50601
83332.Rv1833c	P64303
83332.Rv1834	Q50599
83332.Rv1835c	P0A5F5
83332.Rv1836c	Q50597
83332.Rv1837c	P0A5J4
83332.Rv1838c	P64901
83332.Rv1839c	P95167
83332.Rv1841c	Q50593
83332.Rv1842c	Q50592
83332.Rv1843c	P65172
83332.Rv1844c	Q79FJ2
83332.Rv1845c	P95164
83332.Rv1846c	P95163
83332.Rv1847	P95162
83332.Rv1848	P0A676
83332.Rv1849	P0A662
83332.Rv1850	P0A660
83332.Rv1852	P0A664
83332.Rv1853	P95161
83332.Rv1854c	P95160
83332.Rv1855c	P95159
83332.Rv1856c	P95158
83332.Rv1857	P0A5Y0
83332.Rv1859	P95155
83332.Rv1860	Q50906
83332.Rv1862	P95153
83332.Rv1864c	P95151
83332.Rv1865c	P95150
83332.Rv1866	P95149
83332.Rv1867	P95148
83332.Rv1868	P95147
83332.Rv1869c	P95146
83332.Rv1870c	P95145
83332.Rv1871c	P95144
83332.Rv1872c	P95143
83332.Rv1873	O07756
83332.Rv1874	O07755
83332.Rv1875	O07754
83332.Rv1876	P63697
83332.Rv1878	O07752
83332.Rv1879	O07751
83332.Rv1880c	P63721
83332.Rv1881c	O07750
83332.Rv1882c	O07749
83332.Rv1883c	O07748
83332.Rv1884c	O07747
83332.Rv1885c	O07746
83332.Rv1886c	P0C5B9
83332.Rv1887	O07745
83332.Rv1888c	O07744
83332.Rv1889c	O07743
83332.Rv1890c	O07742
83332.Rv1891	O07741
83332.Rv1893	O07739
83332.Rv1895	O07737
83332.Rv1896c	O07736
83332.Rv1897c	P63995
83332.Rv1898	P67119
83332.Rv1899c	O07733
83332.Rv1900c	O07732
83332.Rv1901	P63775
83332.Rv1904	O07728
83332.Rv1905c	O07727
83332.Rv1906c	O07726
83332.Rv1909c	P0A582
83332.Rv1910c	P67222
83332.Rv1911c	P67224
83332.Rv1912c	O07721
83332.Rv1913	O07720
83332.Rv1914c	O07719
83332.Rv1915	O07718
83332.Rv1916	O07717
83332.Rv1919c	O53961
83332.Rv1920	O53962
83332.Rv1921c	O53963
83332.Rv1922	P95291
83332.Rv1923	P95290
83332.Rv1926c	P0A5Q2
83332.Rv1927	P95287
83332.Rv1928c	P95286
83332.Rv1929c	P95285
83332.Rv1930c	P95284
83332.Rv1932	P66952
83332.Rv1936	P95278
83332.Rv1937	P95277
83332.Rv1938	P95276
83332.Rv1941	P95273
83332.Rv1942c	P95272
83332.Rv1943c	P95271
83332.Rv1944c	P95270
83332.Rv1945	P95269
83332.Rv1948c	P95266
83332.Rv1955	P95259
83332.Rv1956	P95258
83332.Rv1957	P95257
83332.Rv1959c	P95255
83332.Rv1960c	P67298
83332.Rv1963c	P95251
83332.Rv1973	O53974
83332.Rv1976c	O53977
83332.Rv1977	O53978
83332.Rv1978	O53979
83332.Rv1980c	P0A5Q4
83332.Rv1981c	Q10840
83332.Rv1982c	P0A652
83332.Rv1984c	P63879
83332.Rv1985c	P67665
83332.Rv1987	P64905
83332.Rv1989c	P64907
83332.Rv1990c	P64909
83332.Rv1991c	P64911
83332.Rv1992c	P63689
83332.Rv1993c	P64913
83332.Rv1994c	P67731
83332.Rv1995	P64915
83332.Rv1996	P0A5F7
83332.Rv1997	P63687
83332.Rv1998c	Q10859
83332.Rv1999c	P63349
83332.Rv2000	P64917
83332.Rv2001	Q10856
83332.Rv2002	P69167
83332.Rv2003c	P64919
83332.Rv2004c	P0A5F9
83332.Rv2005c	P64921
83332.Rv2006	Q10850
83332.Rv2007c	P64122
83332.Rv2008c	P64923
83332.Rv2009	Q10848
83332.Rv2010	P64925
83332.Rv2011c	P64927
83332.Rv2012	P64929
83332.Rv2015c	O53461
83332.Rv2016	O53462
83332.Rv2017	O53463
83332.Rv2018	O53464
83332.Rv2019	O53465
83332.Rv2021c	O53467
83332.Rv2022c	O53468
83332.Rv2024c	O53470
83332.Rv2025c	O53471
83332.Rv2026c	O53472
83332.Rv2027c	O53473
83332.Rv2028c	O53474
83332.Rv2029c	O86352
83332.Rv2030c	O53475
83332.Rv2031c	P0A5B7
83332.Rv2032	O53476
83332.Rv2033c	O53477
83332.Rv2034	O53478
83332.Rv2035	O53479
83332.Rv2036	O53480
83332.Rv2038c	O53482
83332.Rv2041c	O53485
83332.Rv2042c	O53486
83332.Rv2043c	Q50575
83332.Rv2045c	O53488
83332.Rv2046	O53489
83332.Rv2047c	P65684
83332.Rv2049c	O53491
83332.Rv2050	O53492
83332.Rv2051c	O53493
83332.Rv2052c	O53494
83332.Rv2054	O86353
83332.Rv2055c	P66465
83332.Rv2056c	P66405
83332.Rv2058c	P66148
83332.Rv2061c	O86340
83332.Rv2062c	O53498
83332.Rv2063	Q8VJR2
83332.Rv2064	Q10675
83332.Rv2065	P63839
83332.Rv2066	P66877
83332.Rv2067c	P0A5G1
83332.Rv2068c	P0C5C1
83332.Rv2070c	Q10680
83332.Rv2071c	Q10672
83332.Rv2072c	Q10671
83332.Rv2073c	Q10681
83332.Rv2074	Q10682
83332.Rv2077c	P64933
83332.Rv2080	Q10688
83332.Rv2082	Q10690
83332.Rv2083	Q10691
83332.Rv2084	Q10692
83332.Rv2088	P65732
83332.Rv2089c	P65810
83332.Rv2090	Q10699
83332.Rv2091c	P64939
83332.Rv2092c	Q10701
83332.Rv2093c	P66895
83332.Rv2094c	P66889
83332.Rv2095c	Q10704
83332.Rv2096c	P64941
83332.Rv2097c	P64943
83332.Rv2102	O53500
83332.Rv2103c	O53501
83332.Rv2104c	O53502
83332.Rv2109c	O33244
83332.Rv2110c	O33245
83332.Rv2111c	O33246
83332.Rv2112c	O33247
83332.Rv2113	O33248
83332.Rv2114	O33249
83332.Rv2115c	P63345
83332.Rv2116	P65300
83332.Rv2117	O33252
83332.Rv2118c	O33253
83332.Rv2119	O33254
83332.Rv2121c	P60759
83332.Rv2122c	P0A5B1
83332.Rv2123	Q79FH3
83332.Rv2124c	O33259
83332.Rv2125	O33260
83332.Rv2127	O33261
83332.Rv2129c	O33263
83332.Rv2130c	P67017
83332.Rv2131c	P65163
83332.Rv2132	O06243
83332.Rv2133c	O06242
83332.Rv2134c	O06241
83332.Rv2135c	O06240
83332.Rv2136c	O06239
83332.Rv2137c	O06238
83332.Rv2138	O06237
83332.Rv2139	P65908
83332.Rv2140c	P67226
83332.Rv2141c	Q7D7G7
83332.Rv2142c	O06233
83332.Rv2143	O06232
83332.Rv2145c	P0A5N2
83332.Rv2147c	O06229
83332.Rv2148c	P67083
83332.Rv2149c	P67256
83332.Rv2150c	P64170
83332.Rv2151c	P64168
83332.Rv2152c	P65472
83332.Rv2153c	O06224
83332.Rv2154c	P63762
83332.Rv2155c	O06222
83332.Rv2156c	P64259
83332.Rv2157c	P0A5L4
83332.Rv2158c	P65477
83332.Rv2159c	O06218
83332.Rv2161c	O06216
83332.Rv2162c	Q7D7F8
83332.Rv2163c	O06214
83332.Rv2164c	O06213
83332.Rv2165c	P65429
83332.Rv2166c	P65436
83332.Rv2169c	O53503
83332.Rv2170	O53504
83332.Rv2171	O53505
83332.Rv2172c	O53506
83332.Rv2173	O53507
83332.Rv2174	O53508
83332.Rv2175c	O53509
83332.Rv2176	O53510
83332.Rv2178c	O53512
83332.Rv2179c	O53513
83332.Rv2180c	O53514
83332.Rv2181	O53515
83332.Rv2182c	O53516
83332.Rv2183c	O53517
83332.Rv2184c	O53518
83332.Rv2185c	O53519
83332.Rv2186c	O53520
83332.Rv2187	O53521
83332.Rv2188c	O53522
83332.Rv2189c	O53523
83332.Rv2190c	P67473
83332.Rv2192c	P66992
83332.Rv2193	P63856
83332.Rv2194	P63887
83332.Rv2195	Q10387
83332.Rv2196	P63885
83332.Rv2197c	Q10389
83332.Rv2198c	P65378
83332.Rv2200c	P63854
83332.Rv2201	P64247
83332.Rv2202c	P83734
83332.Rv2203	P64949
83332.Rv2204c	P0A5A9
83332.Rv2205c	P64288
83332.Rv2206	P64951
83332.Rv2207	P63841
83332.Rv2210c	Q10399
83332.Rv2211c	P64220
83332.Rv2212	P64265
83332.Rv2213	Q10401
83332.Rv2214c	P66777
83332.Rv2215	P65633
83332.Rv2216	P67232
83332.Rv2217	Q10404
83332.Rv2218	P65283
83332.Rv2219	Q10405
83332.Rv2220	P0A590
83332.Rv2221c	P69942
83332.Rv2222c	P64245
83332.Rv2223c	P65821
83332.Rv2224c	P65823
83332.Rv2225	P0A5Q8
83332.Rv2226	Q10510
83332.Rv2227	Q10511
83332.Rv2228c	P64955
83332.Rv2229c	Q10513
83332.Rv2230c	P0A656
83332.Rv2231c	P63500
83332.Rv2232	P68911
83332.Rv2234	P65716
83332.Rv2235	P66883
83332.Rv2236c	Q10518
83332.Rv2237	P64957
83332.Rv2238c	P65688
83332.Rv2239c	P64959
83332.Rv2240c	Q10522
83332.Rv2241	Q10504
83332.Rv2242	P63749
83332.Rv2243	P63458
83332.Rv2244	P0A4W6
83332.Rv2245	P63454
83332.Rv2246	P63456
83332.Rv2247	P63407
83332.Rv2249c	P64182
83332.Rv2250c	Q10528
83332.Rv2252	O53526
83332.Rv2253	O53527
83332.Rv2256c	O53530
83332.Rv2257c	O53531
83332.Rv2258c	O53532
83332.Rv2259	O53533
83332.Rv2260	O53534
83332.Rv2263	O53537
83332.Rv2264c	O53538
83332.Rv2266	P0A516
83332.Rv2271	P64967
83332.Rv2272	P64969
83332.Rv2275	Q50688
83332.Rv2276	P0A514
83332.Rv2277c	Q50687
83332.Rv2280	Q50685
83332.Rv2281	P65712
83332.Rv2282c	P67667
83332.Rv2284	Q50681
83332.Rv2285	P67206
83332.Rv2286c	Q50679
83332.Rv2287	P65526
83332.Rv2289	P63751
83332.Rv2290	Q50675
83332.Rv2291	Q59570
83332.Rv2294	P63502
83332.Rv2295	P67309
83332.Rv2296	P64301
83332.Rv2297	P64979
83332.Rv2298	P63484
83332.Rv2299c	P64411
83332.Rv2300c	P64981
83332.Rv2301	P63881
83332.Rv2302	P64983
83332.Rv2303c	Q50662
83332.Rv2305	Q50660
83332.Rv2307B	Q79FG2
83332.Rv2307c	Q50658
83332.Rv2313c	P64993
83332.Rv2314c	P71898
83332.Rv2315c	P71897
83332.Rv2319c	P64995
83332.Rv2324	P71888
83332.Rv2325c	P64997
83332.Rv2326c	P63399
83332.Rv2327	P71885
83332.Rv2328	P0A684
83332.Rv2330c	P65302
83332.Rv2332	P71880
83332.Rv2334	P0A534
83332.Rv2335	P95231
83332.Rv2336	P95232
83332.Rv2337c	P95233
83332.Rv2338c	P95234
83332.Rv2339	P95235
83332.Rv2340c	Q7D7A7
83332.Rv2342	P95238
83332.Rv2343c	P63962
83332.Rv2344c	P0A540
83332.Rv2345	P95241
83332.Rv2346c	P95242
83332.Rv2347c	P95243
83332.Rv2348c	P95244
83332.Rv2349c	P95245
83332.Rv2350c	P95246
83332.Rv2351c	Q04001
83332.Rv2352c	Q7D7A2
83332.Rv2356c	Q7D7A1
83332.Rv2357c	P67032
83332.Rv2358	O05840
83332.Rv2359	O05839
83332.Rv2360c	O05838
83332.Rv2361c	P60479
83332.Rv2363	P63490
83332.Rv2364c	P0A562
83332.Rv2365c	O05833
83332.Rv2366c	P67130
83332.Rv2367c	P67134
83332.Rv2368c	P0A5S0
83332.Rv2370c	O05828
83332.Rv2372c	P67202
83332.Rv2373c	P63966
83332.Rv2374c	P64398
83332.Rv2375	O05823
83332.Rv2376c	P0A5P8
83332.Rv2377c	O05821
83332.Rv2378c	O05820
83332.Rv2379c	O05819
83332.Rv2381c	P71719
83332.Rv2382c	P71718
83332.Rv2383c	P71717
83332.Rv2384	P71716
83332.Rv2385	Q79FE8
83332.Rv2386c	Q7D785
83332.Rv2387	P71757
83332.Rv2388c	P71756
83332.Rv2391	P71753
83332.Rv2392	P65668
83332.Rv2393	P71751
83332.Rv2394	P71750
83332.Rv2397c	P0A4W2
83332.Rv2399c	P71745
83332.Rv2400c	P71744
83332.Rv2402	P71741
83332.Rv2403c	P71740
83332.Rv2404c	P65269
83332.Rv2405	P71738
83332.Rv2406c	P71737
83332.Rv2407	P71736
83332.Rv2409c	P71734
83332.Rv2410c	P71733
83332.Rv2411c	P65001
83332.Rv2412	P66505
83332.Rv2413c	P71730
83332.Rv2416c	P71727
83332.Rv2417c	P67368
83332.Rv2418c	P71725
83332.Rv2419c	P71724
83332.Rv2420c	O86327
83332.Rv2421c	O86328
83332.Rv2423	P71925
83332.Rv2425c	P71923
83332.Rv2426c	P71922
83332.Rv2427c	P65788
83332.Rv2428	Q7BHK8
83332.Rv2429	P0A5N4
83332.Rv2430c	Q79FE1
83332.Rv2431c	Q7D756
83332.Rv2434c	P71915
83332.Rv2435c	P71914
83332.Rv2438c	P0A5L6
83332.Rv2439c	P71910
83332.Rv2440c	P71909
83332.Rv2441c	P66127
83332.Rv2442c	P66117
83332.Rv2444c	P71905
83332.Rv2445c	P84284
83332.Rv2447c	O53174
83332.Rv2448c	P67599
83332.Rv2449c	O53176
83332.Rv2450c	O53177
83332.Rv2453c	P65402
83332.Rv2454c	O53181
83332.Rv2455c	O53182
83332.Rv2456c	O53183
83332.Rv2457c	P0A528
83332.Rv2458	O53185
83332.Rv2460c	P63783
83332.Rv2461c	P0A526
83332.Rv2462c	O53189
83332.Rv2463	O53190
83332.Rv2464c	P64158
83332.Rv2465c	Q79FD7
83332.Rv2466c	O53193
83332.Rv2467	Q7D736
83332.Rv2468c	O53195
83332.Rv2470	P0A595
83332.Rv2471	O53198
83332.Rv2473	O53200
83332.Rv2474c	O53201
83332.Rv2475c	O53202
83332.Rv2476c	O53203
83332.Rv2477c	O53204
83332.Rv2482c	O53207
83332.Rv2483c	O53208
83332.Rv2484c	O53209
83332.Rv2485c	O53210
83332.Rv2486	P64018
83332.Rv2488c	O53213
83332.Rv2493	O53218
83332.Rv2494	O53219
83332.Rv2495c	O06159
83332.Rv2496c	O06160
83332.Rv2497c	O06161
83332.Rv2498c	O06162
83332.Rv2499c	O06163
83332.Rv2500c	O06164
83332.Rv2501c	P0A508
83332.Rv2502c	O06165
83332.Rv2503c	P63650
83332.Rv2504c	P63648
83332.Rv2505c	O06168
83332.Rv2506	O06169
83332.Rv2507	O06170
83332.Rv2508c	O06171
83332.Rv2509	O06172
83332.Rv2510c	O06173
83332.Rv2511	P65597
83332.Rv2514c	O06176
83332.Rv2515c	O06177
83332.Rv2516c	O53221
83332.Rv2517c	O53222
83332.Rv2518c	O53223
83332.Rv2519	Q79FD3
83332.Rv2520c	O53225
83332.Rv2521	O53226
83332.Rv2522c	O53227
83332.Rv2523c	P0A4W8
83332.Rv2524c	P95029
83332.Rv2525c	P95028
