From	To
224308.BSU30980	P39118
224308.BSU09540	O07584
224308.BSU08410	O31564
224308.BSU05880	O05512
224308.BSU32180	O32115
224308.BSU28610	P94542
224308.BSU12890	O34319
224308.BSU13850	O31688
224308.BSU38780	P94362
224308.BSU20670	O34449
224308.BSU05440	P96688
224308.BSU34400	O07006
224308.BSU25390	P54465
224308.BSU20680	O34834
224308.BSU29200	O34847
224308.BSU14020	P42430
224308.BSU26470	P54439
224308.BSU18680	O34985
224308.BSU38730	P94367
224308.BSU10240	O07607
224308.BSU23350	O32013
224308.BSU21210	O31962
224308.BSU37200	P45864
224308.BSU14930	O34329
224308.BSU40640	P37496
224308.BSU11770	Q08310
224308.BSU02720	O34478
224308.BSU16390	P35620
224308.BSU27530	O34528
224308.BSU08460	O31569
224308.BSU41020	P25811
224308.BSU09510	O07581
224308.BSU05810	O05505
224308.BSU31530	O05251
224308.BSU06940	O31515
224308.BSU14030	O31695
224308.BSU35090	O34307
224308.BSU20690	O34831
224308.BSU31540	O05252
224308.BSU23360	P35137
224308.BSU10250	O07608
224308.BSU18690	O34983
224308.BSU29890	O34760
224308.BSU21220	O31963
224308.BSU27540	O32037
224308.BSU38720	P94368
224308.BSU02730	P70954
224308.BSU40650	P37497
224308.BSU16380	P35538
224308.BSU41010	P25812
224308.BSU08470	O31570
224308.BSU09520	O07582
224308.BSU14920	P24013
224308.BSU05820	O05506
224308.BSU06950	O31516
224308.BSU31550	O05253
224308.BSU23370	P31847
224308.BSU26490	P54437
224308.BSU14000	P16524
224308.BSU27510	O34599
224308.BSU40660	P37498
224308.BSU10260	O07609
224308.BSU21230	O31964
224308.BSU14950	O34682
224308.BSU37220	P45862
224308.BSU36610	P71038
224308.BSU38750	P94365
224308.BSU08440	O31567
224308.BSU41040	Q01625
224308.BSU06210	O34789
224308.BSU02700	P37957
224308.BSU06960	O31517
224308.BSU05830	O05507
224308.BSU31560	O05254
224308.BSU26480	P54438
224308.BSU23380	P23630
224308.BSU21240	O31965
224308.BSU14010	P37599
224308.BSU27520	O34527
224308.BSU14940	O34743
224308.BSU36600	P71039
224308.BSU38740	P94366
224308.BSU37210	P45863
224308.BSU10270	O07610
224308.BSU41030	Q01620
224308.BSU08450	O31568
224308.BSU02710	O31469
224308.BSU40670	P37499
224308.BSU06200	O35004
224308.BSU06970	O31518
224308.BSU05840	O05508
224308.BSU40600	P37492
224308.BSU16350	P35528
224308.BSU26430	P54443
224308.BSU35770	P27622
224308.BSU25300	P19079
224308.BSU23310	P28628
224308.BSU00570	P37555
224308.BSU37240	P45860
224308.BSU29240	O34460
224308.BSU11730	O31622
224308.BSU06230	O34718
224308.BSU06980	O31519
224308.BSU22700	P31102
224308.BSU07360	O06477
224308.BSU41060	P05647
224308.BSU40610	P37493
224308.BSU26420	P54444
224308.BSU16340	P35536
224308.BSU35780	P39848
224308.BSU11740	Q08312
224308.BSU23320	O32012
224308.BSU18650	O34819
224308.BSU27580	O32041
224308.BSU29230	O34623
224308.BSU00560	P37554
224308.BSU10290	P40769
224308.BSU37230	P45861
224308.BSU31500	P40761
224308.BSU28190	P38424
224308.BSU06990	O31520
224308.BSU06220	O34733
224308.BSU07350	O06478
224308.BSU22710	P31104
224308.BSU41050	P25814
224308.BSU16370	P35537
224308.BSU18660	O34906
224308.BSU38710	P94369
224308.BSU11750	Q08311
224308.BSU35790	P39841
224308.BSU08490	O31572
224308.BSU07390	O06474
224308.BSU40620	P37494
224308.BSU25320	P46347
224308.BSU37260	P42178
224308.BSU26450	P54441
224308.BSU28170	P16618
224308.BSU29220	O34962
224308.BSU27550	O32038
224308.BSU00590	P37557
224308.BSU30910	P46915
224308.BSU28180	P40736
224308.BSU06250	P40775
224308.BSU07380	O06475
224308.BSU14910	P24012
224308.BSU22720	P31105
224308.BSU12800	Q99163
224308.BSU08480	O31571
224308.BSU18670	O34767
224308.BSU40630	P37495
224308.BSU11760	Q08313
224308.BSU38700	P94370
224308.BSU26440	P54442
224308.BSU25310	P19638
224308.BSU21200	O31961
224308.BSU23340	P35151
224308.BSU37250	P42177
224308.BSU29210	C0SP93
224308.BSU00580	P37556
224308.BSU27560	O32039
224308.BSU31520	O05250
224308.BSU05800	Q797E3
224308.BSU22730	P31103
224308.BSU14900	P24010
224308.BSU07370	O06476
224308.BSU30900	P46914
224308.BSU06240	O34788
224308.BSU12810	P39800
224308.BSU23401	P40870
224308.BSU23402	C0H450
224308.BSU33720	Q45461
224308.BSU16300	P23452
224308.BSU01160	P42920
224308.BSU00640	P37475
224308.BSU02690	O34482
224308.BSU39120	P42304
224308.BSU18610	C0SP89
224308.BSU37270	P42176
224308.BSU21180	O31959
224308.BSU14880	P24009
224308.BSU35010	O34450
224308.BSU36540	P71045
224308.BSU35860	P96740
224308.BSU33710	Q45462
224308.BSU00650	P37561
224308.BSU29820	O34943
224308.BSU16310	P23453
224308.BSU01150	P21471
224308.BSU39110	P42305
224308.BSU21170	O31958
224308.BSU37280	P42175
224308.BSU35020	O35000
224308.BSU14890	P24011
224308.BSU39900	P46325
224308.BSU36550	P71044
224308.BSU35850	P96741
224308.BSU02680	O34619
224308.BSU35030	O34817
224308.BSU37290	P46910
224308.BSU18630	O34918
224308.BSU33740	C0SPB8
224308.BSU14090	O35014
224308.BSU39100	P42306
224308.BSU29830	O34496
224308.BSU16320	P24073
224308.BSU00660	P37562
224308.BSU02670	O35018
224308.BSU01140	P70981
224308.BSU24100	P54529
224308.BSU35880	P96738
224308.BSU36560	P71043
224308.BSU39910	O34704
224308.BSU23420	P40868
224308.BSU10310	O07614
224308.BSU10300	P04189
224308.BSU33730	Q45460
224308.BSU18620	C0SPC0
224308.BSU36570	P71042
224308.BSU00670	P37563
224308.BSU21190	O31960
224308.BSU35040	O34986
224308.BSU27590	O32042
224308.BSU29840	O34357
224308.BSU14080	O31696
224308.BSU01130	P33166
224308.BSU02660	P42253
224308.BSU24110	O32015
224308.BSU16330	P24072
224308.BSU39920	P42113
224308.BSU23410	P40869
224308.BSU35870	P96739
224308.BSU00600	P37558
224308.BSU35820	P39571
224308.BSU40690	P37501
224308.BSU10330	C0SP94
224308.BSU39930	P42112
224308.BSU21140	O31955
224308.BSU04880	P96636
224308.BSU14840	O07638
224308.BSU37960	P39616
224308.BSU02650	P28618
224308.BSU36500	P94572
224308.BSU29850	O34305
224308.BSU14071	O34320
224308.BSU14072	C0H408
224308.BSU39160	P42301
224308.BSU35050	O34692
224308.BSU00610	P37559
224308.BSU35810	P39570
224308.BSU40680	P37500
224308.BSU10320	O07615
224308.BSU21130	O31954
224308.BSU02640	P42252
224308.BSU37950	P39617
224308.BSU29860	O34924
224308.BSU11690	O31618
224308.BSU36510	Q07429
224308.BSU39940	P42111
224308.BSU14850	O07639
224308.BSU14060	O34717
224308.BSU35060	O34926
224308.BSU39150	P42320
224308.BSU01190	P42919
224308.BSU04890	P96637
224308.BSU00620	P37471
224308.BSU33700	P39775
224308.BSU24910	P54490
224308.BSU39950	P42109
224308.BSU37980	P39614
224308.BSU35840	Q7WY78
224308.BSU36520	Q07428
224308.BSU10350	O07618
224308.BSU29870	O32065
224308.BSU21160	O31957
224308.BSU02630	O31467
224308.BSU14860	Q9KWU4
224308.BSU14050	O34870
224308.BSU39140	P42302
224308.BSU35070	O34351
224308.BSU01180	P42924
224308.BSU24900	P56849
224308.BSU37970	P39615
224308.BSU39960	P42108
224308.BSU29880	O34389
224308.BSU35830	C0SPB2
224308.BSU03300	P42435
224308.BSU02620	P42251
224308.BSU36530	P94571
224308.BSU14870	P12946
224308.BSU10340	O07617
224308.BSU21150	O31956
224308.BSU14040	O34816
224308.BSU01170	P42921
224308.BSU35080	P40762
224308.BSU00630	P37560
224308.BSU32200	O32117
224308.BSU24160	P45856
224308.BSU34340	P71053
224308.BSU05460	P96690
224308.BSU03310	P42434
224308.BSU12790	P39798
224308.BSU39970	P42107
224308.BSU13750	O31678
224308.BSU04840	P96632
224308.BSU24930	O32022
224308.BSU39980	P42106
224308.BSU24170	P45855
224308.BSU34350	P71052
224308.BSU33790	O32242
224308.BSU32210	O32118
224308.BSU04850	P96633
224308.BSU13760	O31679
224308.BSU03320	P42433
224308.BSU12780	P39797
224308.BSU24920	P54489
224308.BSU24180	P54527
224308.BSU34320	P71055
224308.BSU39990	P42105
224308.BSU05480	P96692
224308.BSU24950	P46342
224308.BSU04860	P96634
224308.BSU03330	P42432
224308.BSU13770	O31680
224308.BSU35800	P39569
224308.BSU39190	P42299
224308.BSU05470	C0SP78
224308.BSU24190	P54525
224308.BSU39170	O32285
224308.BSU34330	P71054
224308.BSU15200	Q03522
224308.BSU03340	P94398
224308.BSU13780	O31681
224308.BSU04870	P96635
224308.BSU24940	O32023
224308.BSU39180	P42300
224308.BSU13790	O31682
224308.BSU24970	P46340
224308.BSU34380	P71049
224308.BSU01120	P80868
224308.BSU24120	P54528
224308.BSU15210	P07373
224308.BSU03350	C0SP99
224308.BSU32240	P04948
224308.BSU36580	P71041
224308.BSU19700	O34895
224308.BSU33760	O34616
224308.BSU04800	P96629
224308.BSU24960	P46341
224308.BSU24130	P45859
224308.BSU01110	P21469
224308.BSU04810	P96630
224308.BSU34390	P37967
224308.BSU15220	P37585
224308.BSU05490	P96693
224308.BSU36590	P71040
224308.BSU32250	P04990
224308.BSU33750	O34889
224308.BSU03360	P94400
224308.BSU24990	P46338
224308.BSU15230	P18579
224308.BSU04820	P96631
224308.BSU01100	P21472
224308.BSU03370	P42399
224308.BSU19720	O34466
224308.BSU34360	P71051
224308.BSU33780	O32241
224308.BSU24140	P45858
224308.BSU28690	P94534
224308.BSU32220	O32119
224308.BSU34370	P71050
224308.BSU15240	P16655
224308.BSU24980	P46339
224308.BSU04830	O31490
224308.BSU35000	O34483
224308.BSU28680	P94535
224308.BSU03380	P42400
224308.BSU33770	O34344
224308.BSU19710	O34984
224308.BSU32230	P39839
224308.BSU24150	P45857
224308.BSU29805	C0SP86
224308.BSU20500	O31917
224308.BSU07460	O34440
224308.BSU05790	O05503
224308.BSU12720	P54338
224308.BSU09690	O07552
224308.BSU15160	Q07868
224308.BSU19870	Q796A8
224308.BSU22880	P38494
224308.BSU13940	Q796K9
224308.BSU26530	P54433
224308.BSU29140	P39120
224308.BSU25480	P15874
224308.BSU28760	P94527
224308.BSU28010	Q01467
224308.BSU15930	P51833
224308.BSU32030	O32104
224308.BSU20510	O31918
224308.BSU13930	P37956
224308.BSU07450	O34812
224308.BSU11600	O31611
224308.BSU12730	P54339
224308.BSU13000	C0SP98
224308.BSU22890	P38493
224308.BSU15150	Q07867
224308.BSU25470	P17820
224308.BSU29130	P39126
224308.BSU15940	P51834
224308.BSU28000	Q01463
224308.BSU32020	O32103
224308.BSU28770	P94526
224308.BSU32940	O32188
224308.BSU29170	O32064
224308.BSU08500	O31573
224308.BSU07440	O34536
224308.BSU12700	P54336
224308.BSU05770	O05501
224308.BSU06390	O34904
224308.BSU13920	P37955
224308.BSU15140	Q07876
224308.BSU22860	P50741
224308.BSU19850	O31866
224308.BSU13010	O34499
224308.BSU26510	P54435
224308.BSU31490	P40750
224308.BSU28780	P94525
224308.BSU15950	P51835
224308.BSU32050	O32106
224308.BSU38690	P94371
224308.BSU25460	P17631
224308.BSU28030	Q01465
224308.BSU29160	O34991
224308.BSU08510	O31574
224308.BSU32950	O32189
224308.BSU05780	O05502
224308.BSU07430	O34750
224308.BSU12710	P54337
224308.BSU13910	P08838
224308.BSU06380	O34341
224308.BSU25450	P54460
224308.BSU22870	P50740
224308.BSU15130	P55343
224308.BSU26500	P54436
224308.BSU13020	O34497
224308.BSU19860	O34699
224308.BSU32040	O32105
224308.BSU28790	P94524
224308.BSU28020	Q01466
224308.BSU29150	O34811
224308.BSU15960	O31737
224308.BSU38680	P94372
224308.BSU08520	O31575
224308.BSU09650	O07595
224308.BSU07420	O34512
224308.BSU05750	Q797E6
224308.BSU06800	O31505
224308.BSU29190	O34529
224308.BSU15970	P37104
224308.BSU38670	P94373
224308.BSU20540	O31921
224308.BSU31470	O05231
224308.BSU13030	P49851
224308.BSU32070	O32108
224308.BSU05310	P96675
224308.BSU12760	P54342
224308.BSU28720	P94531
224308.BSU13980	Q796K8
224308.BSU08530	O31576
224308.BSU09660	O07596
224308.BSU05760	O05500
224308.BSU29180	P80885
224308.BSU06811	C0H3X4
224308.BSU38660	P94374
224308.BSU15980	P37105
224308.BSU13040	P49852
224308.BSU31480	P40760
224308.BSU20550	O31922
224308.BSU15190	Q03521
224308.BSU28730	P94530
224308.BSU32060	O32107
224308.BSU05320	P96676
224308.BSU12770	P54343
224308.BSU27600	O54408
224308.BSU13970	O31398
224308.BSU09670	O07597
224308.BSU08540	O31577
224308.BSU07400	O06473
224308.BSU13050	O31653
224308.BSU34310	P71056
224308.BSU24090	P54530
224308.BSU32980	P37959
224308.BSU31450	Q08430
224308.BSU15990	P21474
224308.BSU33590	O32229
224308.BSU38650	P94375
224308.BSU27610	O34443
224308.BSU19890	O31868
224308.BSU13960	O34948
224308.BSU32090	O32110
224308.BSU12740	P54340
224308.BSU15180	Q03523
224308.BSU28740	P94529
224308.BSU09680	O07553
224308.BSU08550	Q7WY75
224308.BSU05740	P19405
224308.BSU20530	O31920
224308.BSU34300	P71057
224308.BSU13060	P49853
224308.BSU24080	P54531
224308.BSU25490	P25499
224308.BSU32990	P37960
224308.BSU31460	Q08429
224308.BSU13950	P54576
224308.BSU38640	P94376
224308.BSU28750	P94528
224308.BSU27620	O32044
224308.BSU32080	O32109
224308.BSU15170	Q03524
224308.BSU12750	P54341
224308.BSU14120	O31697
224308.BSU27630	O32045
224308.BSU25400	P54464
224308.BSU21350	O31976
224308.BSU16290	P23446
224308.BSU40540	P37486
224308.BSU38630	P94377
224308.BSU37100	P19670
224308.BSU10380	O07621
224308.BSU11670	O31616
224308.BSU31430	O05234
224308.BSU23490	P46354
224308.BSU20580	O31925
224308.BSU06840	O31509
224308.BSU05710	O05495
224308.BSU09610	O07591
224308.BSU02820	O34327
224308.BSU06330	P94474
224308.BSU22800	P35149
224308.BSU08560	O31578
224308.BSU40550	P37487
224308.BSU02830	P80869
224308.BSU16280	P23455
224308.BSU29790	P40778
224308.BSU27640	O32046
224308.BSU21360	O31977
224308.BSU11680	O31617
224308.BSU38620	P94378
224308.BSU10390	O07622
224308.BSU20590	O34581
224308.BSU31440	Q08432
224308.BSU14130	O31698
224308.BSU05720	O05496
224308.BSU28090	Q05873
224308.BSU09620	O07592
224308.BSU22810	P39911
224308.BSU08570	O31579
224308.BSU06320	P46348
224308.BSU28700	P94533
224308.BSU21330	O31974
224308.BSU29780	P40779
224308.BSU23470	P10727
224308.BSU10360	O07619
224308.BSU00490	P28015
224308.BSU16270	P23451
224308.BSU11650	P25052
224308.BSU40520	P37485
224308.BSU27650	O32047
224308.BSU38610	O32283
224308.BSU02840	O34364
224308.BSU20560	O31923
224308.BSU14140	O34827
224308.BSU26590	P39843
224308.BSU06820	O31507
224308.BSU31410	O05236
224308.BSU06310	P46349
224308.BSU08580	O31580
224308.BSU09630	O07593
224308.BSU28710	P94532
224308.BSU29770	P40780
224308.BSU21340	O31975
224308.BSU38600	P46321
224308.BSU40530	P23261
224308.BSU02850	O34966
224308.BSU11660	P25053
224308.BSU16260	P23454
224308.BSU00480	P37552
224308.BSU06839	Q59HN7
224308.BSU27660	O32049
224308.BSU14150	O34737
224308.BSU26580	P39842
224308.BSU23480	P38422
224308.BSU31420	O05235
224308.BSU05700	O05494
224308.BSU06830	Q59HN8
224308.BSU06300	P07788
224308.BSU08590	O31581
224308.BSU09640	O07594
224308.BSU26570	P54429
224308.BSU37140	P06629
224308.BSU28050	Q02169
224308.BSU27670	Q00758
224308.BSU00470	P37551
224308.BSU29100	P23545
224308.BSU11630	O31614
224308.BSU18780	O34541
224308.BSU23450	P07860
224308.BSU25440	P54461
224308.BSU40500	P37437
224308.BSU21310	O31972
224308.BSU16250	P20487
224308.BSU13900	P08877
224308.BSU06370	O34987
224308.BSU22840	P50743
224308.BSU06880	O31512
224308.BSU22849	C0H445
224308.BSU37130	P06628
224308.BSU28040	Q02170
224308.BSU26560	P54430
224308.BSU00460	P37550
224308.BSU11640	O31615
224308.BSU21320	O31973
224308.BSU16240	P23445
224308.BSU23460	P10728
224308.BSU25430	P54462
224308.BSU40510	P37484
224308.BSU22850	P50742
224308.BSU18790	O34947
224308.BSU07490	O34510
224308.BSU06360	P29727
224308.BSU06890	Q45536
224308.BSU31400	Q795M6
224308.BSU29120	P49814
224308.BSU00450	P37549
224308.BSU27690	O32051
224308.BSU37120	P13243
224308.BSU16230	P23449
224308.BSU25420	P54463
224308.BSU26550	P54431
224308.BSU18760	O34701
224308.BSU23430	P40867
224308.BSU35890	P96737
224308.BSU14100	O34588
224308.BSU11610	O31612
224308.BSU06350	P94476
224308.BSU02800	O34772
224308.BSU22820	P50744
224308.BSU07480	O34722
224308.BSU28080	Q05865
224308.BSU06860	Q7WY76
224308.BSU29110	P13792
224308.BSU00440	P37466
224308.BSU28060	P37575
224308.BSU39200	O32286
224308.BSU26540	P54432
224308.BSU37110	P19669
224308.BSU16220	P23448
224308.BSU23440	P40866
224308.BSU18770	O34416
224308.BSU14110	O34776
224308.BSU25410	P21478
224308.BSU06870	O31511
224308.BSU06340	P94475
224308.BSU11620	O31613
224308.BSU02810	O34360
224308.BSU22830	P46919
224308.BSU21300	O31971
224308.BSU09600	O07590
224308.BSU28070	P15378
224308.BSU33620	O32232
224308.BSU02790	O34621
224308.BSU34280	P71059
224308.BSU36440	P94578
224308.BSU18750	O34535
224308.BSU10430	P40398
224308.BSU23540	P54573
224308.BSU37170	P45867
224308.BSU39220	Q07836
224308.BSU01260	P12875
224308.BSU00540	P37553
224308.BSU16200	P24502
224308.BSU29710	P39067
224308.BSU33610	O32231
224308.BSU01250	P12874
224308.BSU34290	P71058
224308.BSU02780	O34538
224308.BSU23530	P37873
224308.BSU10420	P40396
224308.BSU36450	P94577
224308.BSU35990	P80871
224308.BSU18740	O31834
224308.BSU37180	P45866
224308.BSU16210	P23447
224308.BSU29720	P39064
224308.BSU00550	P37474
224308.BSU39210	P42298
224308.BSU33600	O32230
224308.BSU10410	O31594
224308.BSU35980	P96728
224308.BSU23520	P54574
224308.BSU36420	P15281
224308.BSU00520	P14194
224308.BSU37150	P13242
224308.BSU39240	Q07835
224308.BSU01280	P12877
224308.BSU18730	O31833
224308.BSU10400	P40397
224308.BSU23510	P46352
224308.BSU35970	P96729
224308.BSU39230	Q07833
224308.BSU00530	P37470
224308.BSU37160	P12464
224308.BSU21290	O31970
224308.BSU29700	P39066
224308.BSU18720	O34611
224308.BSU40590	P37491
224308.BSU23500	P46353
224308.BSU00500	P14192
224308.BSU18710	O31832
224308.BSU39260	P40740
224308.BSU21280	O31969
224308.BSU36400	P39752
224308.BSU03410	P42403
224308.BSU10470	O07558
224308.BSU35960	P36949
224308.BSU29750	P39912
224308.BSU02750	P46903
224308.BSU14980	O34958
224308.BSU40580	P37490
224308.BSU00510	P14193
224308.BSU14160	O34879
224308.BSU39250	P42297
224308.BSU01290	P12878
224308.BSU29760	P39914
224308.BSU36410	P39751
224308.BSU11590	O31610
224308.BSU35950	P36948
224308.BSU03420	P12669
224308.BSU14990	O34412
224308.BSU21270	O31968
224308.BSU02740	P70955
224308.BSU40570	P37489
224308.BSU39290	P40737
224308.BSU14190	O34916
224308.BSU29730	P39063
224308.BSU37190	P45865
224308.BSU39280	P40738
224308.BSU10450	O07556
224308.BSU21260	O31967
224308.BSU11580	O31609
224308.BSU35940	P36947
224308.BSU14960	O34586
224308.BSU02770	P46905
224308.BSU35930	P36946
224308.BSU40560	P37488
224308.BSU14180	O34981
224308.BSU29740	P25144
224308.BSU39270	P40739
224308.BSU14970	O34880
224308.BSU21250	O31966
224308.BSU11570	O31608
224308.BSU02760	P46904
224308.BSU03400	P42402
224308.BSU12690	P54335
224308.BSU04980	P96646
224308.BSU13890	P20166
224308.BSU03450	P42404
224308.BSU34200	P24219
224308.BSU19800	P42094
224308.BSU13080	P49855
224308.BSU24060	P54533
224308.BSU35920	P36945
224308.BSU12680	P54334
224308.BSU04990	P96647
224308.BSU24070	P54532
224308.BSU34210	P71066
224308.BSU05350	P96679
224308.BSU03460	P42405
224308.BSU13070	P49854
224308.BSU33690	O32239
224308.BSU35910	P36944
224308.BSU03430	P12667
224308.BSU01200	P21476
224308.BSU13870	O31690
224308.BSU04960	P96644
224308.BSU12671	P54333
224308.BSU33680	O32238
224308.BSU24040	P37941
224308.BSU34220	P71065
224308.BSU05340	P96678
224308.BSU35900	P96736
224308.BSU04970	P96645
224308.BSU19000	O34330
224308.BSU13880	O31691
224308.BSU03440	P39209
224308.BSU12660	P54332
224308.BSU24050	P37940
224308.BSU34230	Q795J3
224308.BSU13090	P49856
224308.BSU33670	O32237
224308.BSU05330	P96677
224308.BSU36480	P94574
224308.BSU19840	O31865
224308.BSU33660	O32236
224308.BSU03490	Q04747
224308.BSU32100	O05267
224308.BSU34240	P71063
224308.BSU15110	O34661
224308.BSU04940	P96642
224308.BSU19010	O34377
224308.BSU01220	P21465
224308.BSU24020	P39075
224308.BSU32930	O32187
224308.BSU33650	O32235
224308.BSU19830	O34820
224308.BSU36490	P94573
224308.BSU32110	O05268
224308.BSU05390	P96683
224308.BSU34250	P71062
224308.BSU24030	P37942
224308.BSU04950	P96643
224308.BSU19020	O34363
224308.BSU15120	P55342
224308.BSU01210	P42060
224308.BSU32920	O32186
224308.BSU32120	O32111
224308.BSU05380	P96682
224308.BSU34265	P71060
224308.BSU19820	O34850
224308.BSU36460	P94576
224308.BSU03470	P42406
224308.BSU33640	O32234
224308.BSU24000	P39074
224308.BSU01240	P12873
224308.BSU04920	P96640
224308.BSU19030	O34433
224308.BSU32910	O32185
224308.BSU05370	P96681
224308.BSU15100	O34468
224308.BSU03480	P27206
224308.BSU33630	O32233
224308.BSU32130	O05269
224308.BSU36470	P94575
224308.BSU19040	P37584
224308.BSU04930	P96641
224308.BSU01230	P14577
224308.BSU24010	P33449
224308.BSU19050	O34901
224308.BSU32900	O32184
224308.BSU06460	P12049
224308.BSU01800	P37878
224308.BSU02930	O34809
224308.BSU25530	P37968
224308.BSU12420	O34703
224308.BSU38920	P55179
224308.BSU35540	O32267
224308.BSU11980	O31642
224308.BSU33530	O32223
224308.BSU32470	O32143
224308.BSU04240	O31485
224308.BSU38150	P34958
224308.BSU39320	P42294
224308.BSU02920	O34447
224308.BSU06470	P12041
224308.BSU25540	P22322
224308.BSU35530	O34753
224308.BSU39310	P42295
224308.BSU12430	Q00828
224308.BSU11970	O31641
224308.BSU29000	Q45549
224308.BSU33540	O32224
224308.BSU32460	O32142
224308.BSU04250	P96582
224308.BSU38140	P34959
224308.BSU33510	O32221
224308.BSU00710	P37565
224308.BSU06480	P12042
224308.BSU02910	O34384
224308.BSU38940	P94352
224308.BSU35560	O32269
224308.BSU39300	P42296
224308.BSU02000	O31432
224308.BSU25550	P21477
224308.BSU38130	P39603
224308.BSU04260	P96583
224308.BSU32490	O32145
224308.BSU31800	O32095
224308.BSU00700	P37564
224308.BSU06490	P00497
224308.BSU02900	P80875
224308.BSU11990	O31643
224308.BSU35550	O32268
224308.BSU12450	O34446
224308.BSU25560	P54459
224308.BSU02010	O31433
224308.BSU38950	P42319
224308.BSU38120	P39604
224308.BSU04270	O31486
224308.BSU32480	O32144
224308.BSU33520	O32222
224308.BSU31300	O05241
224308.BSU06420	P12044
224308.BSU31810	O32096
224308.BSU35580	O32271
224308.BSU32430	O32139
224308.BSU33570	O32227
224308.BSU13190	P11018
224308.BSU04280	P96585
224308.BSU12460	O34391
224308.BSU10490	O07560
224308.BSU38960	P42318
224308.BSU19580	O34745
224308.BSU02970	O34464
224308.BSU06430	P12045
224308.BSU21800	P54174
224308.BSU38190	P39575
224308.BSU33580	O32228
224308.BSU02030	O31435
224308.BSU04290	O31487
224308.BSU32420	O32138
224308.BSU10480	O07559
224308.BSU19570	O34543
224308.BSU38970	P42317
224308.BSU12470	O34593
224308.BSU02960	O34724
224308.BSU25500	P54304
224308.BSU35570	O32270
224308.BSU14700	P68736
224308.BSU06440	P12047
224308.BSU31321	Q5BU39
224308.BSU31830	O32098
224308.BSU31322	Q795M8
224308.BSU02040	O31436
224308.BSU12480	O34785
224308.BSU32450	O32141
224308.BSU38170	P34957
224308.BSU33550	O32225
224308.BSU02950	O34691
224308.BSU25510	P37949
224308.BSU38980	P42316
224308.BSU06450	P12046
224308.BSU31310	O05248
224308.BSU31840	O32099
224308.BSU38990	P42315
224308.BSU02050	O31437
224308.BSU12490	O34423
224308.BSU32440	O32140
224308.BSU33560	O32226
224308.BSU35590	O32272
224308.BSU38160	P34956
224308.BSU25520	P38425
224308.BSU02940	O34833
224308.BSU19590	O34666
224308.BSU14710	O07625
224308.BSU37870	P39625
224308.BSU01880	O34380
224308.BSU19540	O34844
224308.BSU36670	P70964
224308.BSU18010	O31820
224308.BSU20890	O31930
224308.BSU26290	P45907
224308.BSU34660	O06984
224308.BSU03190	P94389
224308.BSU00770	P28822
224308.BSU31340	O05245
224308.BSU29080	O34403
224308.BSU30720	O34505
224308.BSU07990	O34969
224308.BSU11900	O31634
224308.BSU09320	O07527
224308.BSU37880	P39624
224308.BSU01870	O34795
224308.BSU18000	P09339
224308.BSU19530	O34882
224308.BSU36660	P75030
224308.BSU20880	O31929
224308.BSU17640	P94494
224308.BSU26280	P45908
224308.BSU00760	P28821
224308.BSU31330	O05246
224308.BSU34670	O06983
224308.BSU29090	O34996
224308.BSU09310	P18159
224308.BSU17650	P94495
224308.BSU01860	O34823
224308.BSU07090	O31530
224308.BSU18030	Q45060
224308.BSU19560	O34842
224308.BSU29050	O34678
224308.BSU37890	P39623
224308.BSU00790	P29252
224308.BSU26270	P45909
224308.BSU31360	O05240
224308.BSU37080	Q03222
224308.BSU34640	O06986
224308.BSU36690	P70962
224308.BSU11929	C0H3Z1
224308.BSU37090	Q03224
224308.BSU30740	O34500
224308.BSU32410	O32137
224308.BSU29060	O34932
224308.BSU09300	P18158
224308.BSU11920	O31636
224308.BSU23300	P17616
224308.BSU03990	P42957
224308.BSU19550	P81102
224308.BSU17660	O31801
224308.BSU18020	Q7WY69
224308.BSU07080	O31529
224308.BSU31350	P80860
224308.BSU26260	P45910
224308.BSU36680	P70963
224308.BSU34650	O32263
224308.BSU37070	Q03223
224308.BSU00780	P28823
224308.BSU30750	O35024
224308.BSU29070	C0SP79
224308.BSU32400	O32136
224308.BSU11910	O31635
224308.BSU03150	P37944
224308.BSU34620	O06988
224308.BSU31380	O32087
224308.BSU37060	Q03221
224308.BSU28430	P08066
224308.BSU25570	P39695
224308.BSU29030	O34533
224308.BSU36630	P71036
224308.BSU03982	C0H3V2
224308.BSU18050	Q45062
224308.BSU09370	O07532
224308.BSU37830	P39630
224308.BSU03981	P42956
224308.BSU15490	P05654
224308.BSU11940	O31638
224308.BSU18060	Q45063
224308.BSU01845	O34688
224308.BSU00730	P37887
224308.BSU37050	P45868
224308.BSU34630	O06987
224308.BSU31370	O05239
224308.BSU03160	O31474
224308.BSU25580	P32393
224308.BSU29040	O34367
224308.BSU18040	Q45061
224308.BSU36620	P71037
224308.BSU03970	P94434
224308.BSU37840	P39629
224308.BSU28420	P11469
224308.BSU01830	P39755
224308.BSU11930	O31637
224308.BSU09350	O07530
224308.BSU00720	P37566
224308.BSU20840	O34605
224308.BSU33500	O32220
224308.BSU37040	P45869
224308.BSU25590	P39694
224308.BSU00750	P28819
224308.BSU03170	P94387
224308.BSU17610	P39211
224308.BSU29010	O34426
224308.BSU20870	O31928
224308.BSU28410	P11470
224308.BSU36650	P71035
224308.BSU11960	O31640
224308.BSU19520	O31862
224308.BSU03960	P94433
224308.BSU37850	P39627
